112,740,240,778
96,162,304,199
96,214,496,257
112,706,448,753
112,790,224,799
112,659,224,692
96,257,480,299
96,120,512,165
272,62,368,100
112,341,496,384
272,13,368,53
112,514,448,555
96,419,464,462
432,67,496,97
112,625,448,668
112,17,208,50
96,297,480,341
96,454,304,495
432,19,496,51
96,547,448,590
96,382,480,424
96,585,464,632
